TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
28 junio 2023 08:27 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
2023,2023,100.0000,2015,99.6045,8,828382,464008,56.0137

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,TODOS,UNE,VALOR UNIONISTA,PR,CAMBIO,AZUL,MLP,VICTORIA,VAMOS,PHG,BIEN,UR,P A N,PIN,FCN-NACION,COMITE CIVICO LA GOTA DE AGUA,PPN,FOPPA X LA CIUDAD,MI FAMILIA,CABAL,VIVA,PODEMOS,PODER,CREO,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
1904,"Distrito Central",0,"Guatemala",1,139,600,2,12,49,1,0,0,0,4,4,0,1,2,1,1,0,1,0,24,0,5,1,2,1,32,144,8,1,153,0,153,--,600,447,143,152,152,Sumas Asentadas sin cuadrar,1,d10bf1e13bce3242c5d3d6d0a97f1df66d2b89d04a551628b57f66517227aa69,26/06/2023 00:26:10,ESCANER
1905,"Distrito Central",0,"Guatemala",1,139,600,3,18,39,0,5,7,0,1,2,0,1,0,3,1,0,0,3,22,1,1,1,5,1,31,145,16,0,161,0,161,--,601,440,145,161,161,Algún campo sin dato,1,5f39ee4dc5d848032e61eb075b24a0ac64bda9dda2ecdaa7a541bdc1be3cdef0,25/06/2023 22:58:23,ESCANER
1906,"Distrito Central",0,"Guatemala",1,139,600,4,8,54,0,3,2,0,2,6,0,4,1,0,0,0,0,2,17,1,6,4,7,0,34,155,11,2,168,0,168,--,600,432,155,168,168,Algún campo sin dato,1,a0fcce78650c8100412d29090042d99f895755f68fd1ab1951009249f496a7bc,26/06/2023 00:00:39,ESCANER
1907,"Distrito Central",0,"Guatemala",1,139,600,4,6,48,0,2,4,0,2,4,1,3,3,2,4,0,0,3,18,1,4,6,3,0,33,151,18,1,170,1,171,--,600,429,151,170,171,Algún campo sin dato,1,218158bb4064f4e5c75942ed712a469f30b056b773c210ba02c657fae8f07ecf,26/06/2023 00:49:09,ESCANER
1908,"Distrito Central",0,"Guatemala",1,139,600,6,7,34,2,1,5,0,2,5,0,0,1,1,0,0,0,4,26,1,2,1,5,1,35,139,12,2,153,0,153,--,600,447,139,153,153,Algún campo sin dato,1,ea7a878c5a9e210596de0fe611f4d5b82ddb7785e7373260897fbe299a22e34b,25/06/2023 23:14:01,ESCANER
1909,"Distrito Central",0,"Guatemala",1,140,600,4,7,60,0,0,4,1,4,8,0,1,0,1,0,2,0,3,22,2,1,2,3,1,21,147,9,1,157,0,157,--,600,443,147,157,157,Algún campo sin dato,1,ef1cf6ff4d782347f7f3efcc38209f5a043a8db0fb45995f381285185d0a6a08,25/06/2023 23:34:24,ESCANER
1910,"Distrito Central",0,"Guatemala",1,140,600,6,13,34,1,1,3,1,6,2,0,4,0,0,0,0,1,1,19,1,2,1,13,0,44,153,13,1,167,0,167,0,600,433,153,167,167,,1,837f0de98e72cecef7b2e86e6bb00d0a946efe506ce0c50057750f4bd0f19d20,25/06/2023 23:26:07,ESCANER
1911,"Distrito Central",0,"Guatemala",1,140,600,1,15,55,1,3,3,0,1,4,2,1,1,1,2,0,1,0,29,2,2,1,0,0,41,166,11,1,178,0,178,--,600,422,166,178,178,Algún campo sin dato,1,e763a3ee700656b526c99eecf1cb9ea8df5e58538a62a5f31611b64cb27fbaf2,25/06/2023 23:40:12,ESCANER
1912,"Distrito Central",0,"Guatemala",1,140,600,7,13,39,0,0,3,2,4,7,1,1,1,1,0,0,0,2,20,0,0,0,6,1,36,144,18,0,162,0,162,0,600,438,144,162,162,,1,eabbeca3ea2dfbd868a01d56ea815491deb5aaa68fef6ff516b8f198b6047e79,25/06/2023 23:50:07,ESCANER
1913,"Distrito Central",0,"Guatemala",1,140,600,6,7,44,0,3,5,3,3,5,0,2,1,2,0,0,0,0,30,0,0,5,8,0,33,157,9,2,168,0,168,0,600,432,157,168,168,,1,430065f7baaf5cdedf55c483f37e2619f8895be8a806ed232ae245e71e4a4e25,25/06/2023 23:16:02,ESCANER
1914,"Distrito Central",0,"Guatemala",1,140,600,4,13,45,0,1,4,1,4,3,1,2,1,0,0,2,1,2,15,0,4,0,3,0,33,139,14,1,154,0,154,--,600,446,139,154,154,Algún campo sin dato,1,b5f9c628efdd1654190158e1c6063dc75c0e10d1366ec851ec858c4bcff498a2,25/06/2023 23:04:48,ESCANER
1915,"Distrito Central",0,"Guatemala",1,141,600,1,7,35,1,1,2,1,3,5,0,5,2,1,0,0,0,2,31,0,3,3,6,0,25,134,8,1,143,0,143,0,600,457,134,143,143,,1,a5e998f0bac2511cbc674af643dfdcc57d8bb0c27992b915979410ae75d43352,26/06/2023 00:04:15,ESCANER
1916,"Distrito Central",0,"Guatemala",1,141,600,3,12,40,0,2,3,1,2,3,0,1,1,2,0,0,0,1,25,3,1,5,10,0,39,154,11,0,165,--,165,--,600,435,154,165,165,Algún campo sin dato,1,d31dee37904a49154fd6fe9c938688986a903f715651e5e7d0945831c570d7d0,26/06/2023 02:07:06,ESCANER
1917,"Distrito Central",0,"Guatemala",1,141,600,7,12,52,2,2,4,0,2,5,0,0,1,2,1,0,0,1,21,0,1,5,6,0,44,168,5,2,175,0,175,--,600,425,168,175,175,Algún campo sin dato,1,0d3a46df9aa38026612db05399a83361256a43ec4d3e03634cafbcdf6e9d236a,26/06/2023 01:54:31,ESCANER
1918,"Distrito Central",0,"Guatemala",1,141,600,5,11,48,1,3,4,2,5,2,0,2,1,1,0,0,0,0,25,0,2,7,7,0,26,152,4,3,159,0,159,--,600,441,152,159,159,Algún campo sin dato,1,f9a276f9d1590819a4bda3239bef7406dc7defb5af72fd3681617e5c70bb4160,25/06/2023 23:08:29,ESCANER
1919,"Distrito Central",0,"Guatemala",1,141,600,9,4,44,0,1,5,0,5,5,0,2,3,2,1,1,1,3,12,0,2,1,7,0,25,134,14,2,150,0,150,--,600,450,133,149,149,Sumas Asentadas sin cuadrar,1,17df8d464de8d7d9ef308de0730ba4c86d6827149fde5274102cf238e4464962,26/06/2023 01:10:29,ESCANER
1920,"Distrito Central",0,"Guatemala",1,141,600,8,13,39,1,0,3,2,4,6,0,0,1,1,0,0,0,2,21,1,1,6,2,1,33,145,6,0,151,0,151,--,600,449,145,151,151,Algún campo sin dato,1,d06b32a47e7ef01c7fb73125d0030136274937a1135a1ae9903c7c5a64f8bfb4,25/06/2023 23:00:48,ESCANER
1921,"Distrito Central",0,"Guatemala",1,141,600,5,13,38,1,2,3,0,1,6,1,3,0,1,0,1,0,1,26,0,2,6,6,1,33,150,19,0,169,431,600,--,600,431,150,169,600,Algún campo sin dato,1,366c6a22344ce0bc8a876d8b44663937b9b470c7887df7c6957f6f026151355a,26/06/2023 02:49:45,ESCANER
1922,"Distrito Central",0,"Guatemala",1,142,600,2,14,48,0,1,0,0,1,2,0,1,0,0,0,0,1,0,16,0,2,3,7,0,24,122,12,1,135,0,135,--,600,465,122,135,135,Algún campo sin dato,1,396e34d11770d3c8fd869578e99ad8b3cc1b603bca99c055d4a054d7a0397122,25/06/2023 22:20:58,ESCANER
1923,"Distrito Central",0,"Guatemala",1,142,600,5,10,41,0,1,6,1,2,0,0,4,0,1,0,0,1,1,27,2,1,2,5,1,48,159,12,2,173,0,173,--,600,427,159,173,173,Algún campo sin dato,1,e4050819f31ad4dba3d19ff23e6fafcc4611661d2c61c3d924c4b3050ac69d29,25/06/2023 23:13:29,ESCANER
1924,"Distrito Central",0,"Guatemala",1,142,600,4,12,49,1,2,5,1,3,3,0,3,0,1,1,2,0,0,18,0,1,3,5,0,33,147,9,0,156,0,156,--,612,456,147,156,156,Algún campo sin dato,1,13a0cc6b156517bb7611db8b5f042353ef0f8bdb00df923a8fe50e53fb14d82a,25/06/2023 22:49:29,ESCANER
1925,"Distrito Central",0,"Guatemala",1,142,600,3,11,57,0,1,4,0,3,3,0,3,1,1,0,0,1,3,20,1,1,5,7,0,33,158,9,1,168,0,168,--,596,428,158,168,168,Algún campo sin dato,1,69bd80bee92ebc331786d8d9283a9e71ce7933fad791c05f3f7183ff2949d293,25/06/2023 22:25:30,ESCANER
1926,"Distrito Central",0,"Guatemala",1,142,600,4,11,42,0,2,2,1,2,9,0,1,0,0,0,0,1,2,33,1,1,3,7,1,27,150,13,0,163,0,163,--,600,437,150,163,163,Algún campo sin dato,1,6ecec4ab0ab64f1ca218eb8c9acf79e03980e8b70e1daf218badc82c27f05ab5,25/06/2023 23:28:46,ESCANER
1927,"Distrito Central",0,"Guatemala",1,142,600,3,16,50,0,3,5,0,4,3,0,4,0,1,1,0,1,1,13,0,4,5,4,0,28,146,8,1,155,0,155,--,600,445,146,155,155,Algún campo sin dato,1,567f3f20565ec7b25ea6110d5d55f08781afaa79036e857eacf4368d6e36b0b7,25/06/2023 22:35:21,ESCANER
1928,"Distrito Central",0,"Guatemala",1,142,600,6,14,54,1,1,2,1,4,0,0,2,0,1,0,1,0,1,16,1,1,3,5,0,38,152,13,2,167,0,167,--,600,433,152,167,167,Algún campo sin dato,1,3e2c873e08840b9bf9a6d53052476557fdda39ccb326cbcb9a38ce1a60955a38,25/06/2023 21:34:18,ESCANER
1929,"Distrito Central",0,"Guatemala",1,142,600,8,14,62,0,3,11,3,2,2,1,2,1,5,0,1,0,0,19,0,3,3,7,1,25,173,12,1,186,0,186,--,600,414,173,186,186,Algún campo sin dato,1,c77359ddd40e62a87731439738b952039d5f88182140949de0f4b6183d8d7a8e,26/06/2023 00:14:24,ESCANER
1930,"Distrito Central",0,"Guatemala",1,142,600,7,15,36,0,0,5,2,1,4,0,3,1,4,0,1,0,1,25,4,1,1,9,0,38,158,6,1,165,2,167,1,600,433,158,165,167,,1,106ccd17a48a8a73e51c5bb68c4bc407af0fab761744dad99ff8baaa4ac6c357,25/06/2023 23:21:44,ESCANER
1931,"Distrito Central",0,"Guatemala",1,142,600,4,8,55,0,2,1,0,2,2,0,2,0,4,1,1,0,3,16,0,3,0,5,1,36,146,11,0,157,0,157,--,600,443,146,157,157,Algún campo sin dato,1,934cb708c4d1483992c685030fdc5bfb807e9522bcc97ad0c9ae32914865ba98,25/06/2023 23:35:33,ESCANER
1932,"Distrito Central",0,"Guatemala",1,142,600,4,10,53,0,0,3,0,1,4,1,0,1,5,0,0,0,0,16,2,1,9,7,0,20,137,5,0,142,0,142,--,599,457,137,142,142,Algún campo sin dato,1,079696d398079c0fffdc3556c715b9f0101d968cc8d33b49aee7d4ae86f16a6e,25/06/2023 21:41:43,ESCANER
1933,"Distrito Central",0,"Guatemala",1,142,600,1,7,50,1,3,6,1,3,2,0,2,1,2,0,1,0,0,20,0,5,1,11,1,23,141,6,0,147,0,147,--,603,456,141,147,147,Algún campo sin dato,1,cacffc157fa59ca2b635ce23098255b9130972c22c5e7d5e267cb61fbc6835f6,25/06/2023 23:08:43,ESCANER
1934,"Distrito Central",0,"Guatemala",1,142,600,8,10,46,0,0,6,1,3,0,1,2,0,1,1,0,0,0,15,1,1,3,4,0,32,135,7,0,142,0,142,--,600,458,135,142,142,Algún campo sin dato,1,c74747c8b1202c2d1033ca722e1e604496318ecf612dd93f27c009ec4f94e814,25/06/2023 22:33:13,ESCANER
1935,"Distrito Central",0,"Guatemala",1,142,600,1,16,48,0,2,6,0,0,4,0,3,0,0,0,1,0,1,25,1,2,1,9,0,34,154,10,3,167,0,167,--,610,443,154,167,167,Algún campo sin dato,1,4b204d29ddc70823e96d5a1dcebf5fce34120d823b77a85e1a5dc5d7cc88ab83,25/06/2023 22:40:28,ESCANER
1936,"Distrito Central",0,"Guatemala",1,142,600,4,9,51,0,3,4,0,1,7,0,3,0,2,0,1,0,0,25,2,2,2,3,0,26,145,13,0,158,0,158,--,595,437,145,158,158,Algún campo sin dato,1,58b25662b191eb3bf94c5715c585d974be335a9e989d98b7cadcdec27be5237e,25/06/2023 21:55:52,ESCANER
1937,"Distrito Central",0,"Guatemala",1,143,600,12,6,44,0,1,4,0,2,7,0,3,0,0,2,0,1,2,16,2,3,2,6,1,31,145,17,1,163,0,163,--,600,437,145,163,163,Algún campo sin dato,1,6f8e00a154ca40c56bc6a109ba82f12ffe54e4851d4ceab17e19f3a10fa1d402,26/06/2023 00:35:35,ESCANER
1938,"Distrito Central",0,"Guatemala",1,143,600,1,12,45,0,0,5,2,1,3,1,8,0,5,3,0,0,1,23,0,2,3,4,0,27,146,17,0,163,0,163,--,600,437,146,163,163,Algún campo sin dato,1,3101e0d44c9af9347013808dc32ea0de3e5861609b812f7fdf600fb70acc3dd3,25/06/2023 22:42:44,ESCANER
1939,"Distrito Central",0,"Guatemala",1,143,600,5,17,48,0,6,2,1,5,4,0,1,0,1,0,1,0,2,20,0,2,3,1,1,30,150,4,0,154,0,154,--,599,445,150,154,154,Algún campo sin dato,1,585a08650361ae6cd1a2d31c8ffb657fb557c91d54df797ffaa9646dcc4b4486,25/06/2023 23:38:20,ESCANER
1940,"Distrito Central",0,"Guatemala",1,143,600,3,14,45,1,3,0,2,2,4,1,3,1,3,0,1,0,2,18,0,2,4,6,0,38,153,4,1,158,0,158,--,600,442,153,158,158,Algún campo sin dato,1,089c1c4b79131e81e666aaf1022e7711e6d4fb320f447963b58f8fb02b7f67c5,25/06/2023 22:06:39,ESCANER
1941,"Distrito Central",0,"Guatemala",1,143,600,4,14,37,1,0,11,1,2,4,0,1,0,1,1,1,0,1,14,1,5,2,9,3,32,145,7,0,152,0,152,--,600,448,145,152,152,Algún campo sin dato,1,8e4956d70f915e31d24380a59a350b7ccbb8120886f48f443253ffa949a88c6a,25/06/2023 22:28:20,ESCANER
1942,"Distrito Central",0,"Guatemala",1,143,600,3,12,38,0,1,6,0,4,4,0,4,2,1,3,1,0,1,20,1,3,8,7,0,40,159,15,0,174,0,174,--,600,426,159,174,174,Algún campo sin dato,1,ca8b4e983cb5d15fdf8b4e022aabc5402408e1e275840c33fa7b9805e82e040e,26/06/2023 00:13:01,ESCANER
1943,"Distrito Central",0,"Guatemala",1,144,600,2,11,45,0,8,5,0,5,4,0,3,0,0,0,1,0,4,23,1,1,3,7,0,29,152,16,1,169,0,169,--,600,431,152,169,169,Algún campo sin dato,1,5a18a453a62294a319476a816d8fa0095f6d188d3f3ca7fcd9a3e4980b1a68eb,25/06/2023 20:55:42,ESCANER
1944,"Distrito Central",0,"Guatemala",1,144,600,9,14,43,0,3,8,0,1,7,0,2,0,2,0,0,0,2,29,2,1,2,7,0,32,164,15,1,180,0,180,--,600,420,164,180,180,Algún campo sin dato,1,d94be7bb0e31202cd72028516e4d15c562047ec720b6eecd2576c2e8aba80b82,25/06/2023 20:29:39,ESCANER
1945,"Distrito Central",0,"Guatemala",1,144,600,5,15,52,0,0,5,0,3,1,0,2,1,2,0,1,1,0,14,1,2,3,7,2,24,141,10,0,151,0,151,--,600,449,141,151,151,Algún campo sin dato,1,afbc2635ed245a6aa9aa1ce6ac1d43d6efbea8125c6211ae6d9c39562cdae316,25/06/2023 21:07:30,ESCANER
1946,"Distrito Central",0,"Guatemala",1,144,600,5,18,51,2,4,3,0,1,2,0,0,0,0,0,2,0,2,24,0,1,2,4,0,32,153,10,2,165,0,165,--,600,435,153,165,165,Algún campo sin dato,1,267f0753b3880dd656fbb8c656843ea63229be4803af80a4b87353a8a96bfc44,26/06/2023 00:10:12,ESCANER
1947,"Distrito Central",0,"Guatemala",1,144,600,7,7,39,1,2,3,0,2,6,1,0,1,3,0,0,0,0,23,0,2,3,7,1,27,135,6,1,142,0,142,--,600,458,135,142,142,Algún campo sin dato,1,2c9cb068763eb9b2ca5823d71c5044aab8d967a59cc03506f85db46db3657037,25/06/2023 20:48:28,ESCANER
1948,"Distrito Central",0,"Guatemala",1,144,600,4,13,51,0,2,5,1,2,3,1,1,0,2,0,0,0,1,11,2,0,4,8,0,37,148,11,0,159,0,159,--,600,441,148,159,159,Algún campo sin dato,1,9bbb1a8867e6700f03b06e48d03729b1032dcd5f9c25f64dabc22f43dc79a795,25/06/2023 20:43:02,ESCANER
1949,"Distrito Central",0,"Guatemala",1,145,600,7,10,43,0,1,7,1,1,2,1,5,2,2,0,0,1,1,13,1,0,2,6,1,31,138,6,2,146,0,146,--,600,454,138,146,146,Algún campo sin dato,1,4c24d1b72873189e324c4beb83bca0c87e4bc1de94a776444502000cae2b91c1,25/06/2023 23:02:05,ESCANER
1950,"Distrito Central",0,"Guatemala",1,145,600,4,7,25,1,1,4,--,3,4,--,2,--,3,--,1,--,1,13,1,1,--,1,--,30,102,14,2,118,--,118,--,600,482,102,118,118,Algún campo sin dato,1,122b264b107cc68b4c7692a5e67e42637ed12a69c33f8f5781aeb7192c57b315,25/06/2023 22:44:24,ESCANER
1951,"Distrito Central",0,"Guatemala",1,145,600,2,8,36,0,1,5,0,0,1,0,1,0,2,0,0,0,1,17,2,1,1,10,0,27,115,3,1,119,0,119,1,599,480,115,119,119,,1,ac8153b89d4950fffd13165bd84c6f99f2f5ffd5277f506b703fb7f6eacdb965,25/06/2023 22:35:07,ESCANER
1952,"Distrito Central",0,"Guatemala",1,145,600,5,15,46,0,3,7,1,2,5,2,3,6,3,0,0,1,3,12,2,1,5,8,0,26,156,10,2,168,0,168,--,600,432,156,168,168,Algún campo sin dato,1,444defc69498c351eefbf860c88f0bfa65b14089792f27eb3b608ea51387d8e0,25/06/2023 20:54:48,ESCANER
1953,"Distrito Central",0,"Guatemala",1,145,600,6,8,29,--,1,6,--,4,4,1,1,--,1,1,--,--,--,17,--,2,5,9,1,36,132,8,--,140,--,140,--,604,464,132,140,140,Algún campo sin dato,1,7ecb4493173822fb0f7ac7a306bf72aaea75ac93f0b46c7388e829cee78f0466,25/06/2023 22:14:38,ESCANER
1954,"Distrito Central",0,"Guatemala",1,146,600,1,14,27,0,1,2,0,6,4,0,1,1,2,0,0,0,1,10,1,2,5,3,1,25,107,10,1,118,0,118,--,482,118,107,118,118,Algún campo sin dato,1,881af497c20d5482791776574bc01378594971505b89a7606f68daeb7f225838,26/06/2023 00:25:55,ESCANER
1955,"Distrito Central",0,"Guatemala",1,146,600,3,5,32,0,1,2,2,4,4,0,1,0,1,0,1,1,2,16,0,0,3,6,0,27,111,9,1,121,0,121,--,600,479,111,121,121,Algún campo sin dato,1,6d4e7cf8de6295771dfeedc2eefcf9244742b84bec1ad0520aa6be65f9adeb20,26/06/2023 00:01:08,ESCANER
1956,"Distrito Central",0,"Guatemala",1,146,600,2,5,30,2,1,2,2,1,3,0,0,0,1,0,0,0,3,12,1,2,2,4,0,41,114,6,2,122,0,122,--,600,478,114,122,122,Algún campo sin dato,1,013a30d7b0369dbb3f1f4c89e1248ec94c13a63259797455c35941e6fef18302,25/06/2023 22:38:47,ESCANER
1957,"Distrito Central",0,"Guatemala",1,146,600,4,5,33,1,2,3,0,3,1,0,1,0,3,1,0,1,2,5,2,2,0,5,2,17,93,11,1,105,0,105,--,600,495,93,105,105,Algún campo sin dato,1,b97b232adb576c96e1490fd01874dbbe60de3f17eaed0ca5c1e39c966054f3ed,25/06/2023 23:44:31,ESCANER
1958,"Distrito Central",0,"Guatemala",1,146,600,2,10,39,0,2,2,0,3,3,0,3,0,2,0,1,0,2,12,4,1,2,8,1,22,119,4,1,124,0,124,--,600,476,119,124,124,Algún campo sin dato,1,94f6af2e774d08d8b6d8c5af61aed9b7141637251c7c2960443089c04c71804c,25/06/2023 21:12:40,ESCANER
1959,"Distrito Central",0,"Guatemala",1,146,600,4,13,31,0,0,3,0,1,2,0,2,0,0,0,1,0,1,17,0,1,3,4,0,17,100,2,3,105,0,105,--,600,495,100,105,105,Algún campo sin dato,1,317d89cb6f419059f956928908206b90d32ae08947e21e9cd358a0bf51915d8c,25/06/2023 23:15:05,ESCANER
1960,"Distrito Central",0,"Guatemala",1,147,600,5,6,24,1,3,1,2,2,1,0,3,0,1,0,0,1,0,8,0,4,0,0,0,15,77,2,0,79,0,79,--,599,520,77,79,79,Algún campo sin dato,1,a1c52dda50d9bf428df34f7a2689c66721b90d72f8efea2a2a4af1f19695e80c,26/06/2023 01:03:55,ESCANER
1961,"Distrito Central",0,"Guatemala",1,147,600,2,4,21,0,1,0,1,4,2,0,2,0,1,0,0,0,0,7,0,1,0,5,1,15,67,8,0,75,0,75,--,600,525,67,75,75,Algún campo sin dato,1,dc54ff8278ce7bb140de0e0a661f3500f995ae122a4b20fab8b6719a8ba1f29b,26/06/2023 00:48:23,ESCANER
1962,"Distrito Central",0,"Guatemala",1,147,600,2,10,20,0,1,3,0,4,1,0,3,0,1,1,0,0,1,10,1,1,2,3,1,26,91,10,1,102,0,102,--,598,496,91,102,102,Algún campo sin dato,1,042fd02af5df78f4722aaf21495ea4da77d202860f8b73836e1869ffde92c7aa,26/06/2023 00:45:24,ESCANER
1963,"Distrito Central",0,"Guatemala",1,147,600,4,7,34,1,4,1,0,1,1,2,2,1,2,1,0,0,1,9,0,0,1,0,1,21,94,5,0,99,0,99,--,--,--,94,99,99,Algún campo sin dato,1,19d52972093b6c308d91d49c13d674ab53f16fdbef5d7dde86dd6e47658784b7,25/06/2023 22:43:57,ESCANER
1964,"Distrito Central",0,"Guatemala",1,147,600,4,9,28,0,0,3,0,3,3,0,1,2,1,0,0,1,2,11,0,2,1,2,0,20,93,11,0,104,0,104,--,599,495,93,104,104,Algún campo sin dato,1,ab74946080c07bad2430c3ab18eaafe0035f34947566bf9bd2b1ef2d070249d8,25/06/2023 22:13:02,ESCANER
1965,"Distrito Central",0,"Guatemala",1,147,600,3,6,26,0,0,1,0,1,3,0,3,1,1,3,0,0,2,12,0,0,1,4,1,14,82,3,1,86,514,600,--,600,514,82,86,600,Algún campo sin dato,1,a4e433a131dfeb7205e82f238c446490b3a669c5671c5603d8edbc6db88db5a6,25/06/2023 23:01:29,ESCANER
1966,"Distrito Central",0,"Guatemala",1,147,600,10,11,32,0,3,7,0,3,7,1,3,0,0,1,0,0,2,16,0,3,2,1,3,23,128,7,0,135,0,135,--,600,465,128,135,135,Algún campo sin dato,1,4cd50f06b75f351555132cd70dc432c06a3d6a971f59cd0d73ec141eb7b60bee,26/06/2023 01:07:05,ESCANER
1967,"Distrito Central",0,"Guatemala",1,147,600,4,12,34,--,1,6,--,2,1,--,--,--,--,1,--,--,--,16,--,1,3,3,--,32,116,7,--,123,--,123,--,600,477,116,123,123,Algún campo sin dato,1,54edda1a26de5c2d906b005e5762e302e5609c44051c86f43fee8c1deaea7d18,25/06/2023 23:57:55,ESCANER
1968,"Distrito Central",0,"Guatemala",1,147,600,3,7,42,0,2,6,1,1,2,0,2,0,2,1,0,1,2,20,0,1,1,4,0,32,130,8,0,138,0,138,--,1,463,130,138,138,Algún campo sin dato,1,0ce285d1f452f690387267a9f7da9926f625d190674a37d944c6b32199ef2911,26/06/2023 02:34:18,ESCANER
1969,"Distrito Central",0,"Guatemala",1,147,600,7,6,39,1,1,0,0,4,5,0,2,2,1,0,0,0,0,24,1,3,3,10,0,24,133,13,0,146,0,146,--,597,451,133,146,146,Algún campo sin dato,1,7dfb6779a5b354f1c4b7b42ec3561f2340fbe830d156b1e67d61f7077292e4f3,26/06/2023 00:26:27,ESCANER
1970,"Distrito Central",0,"Guatemala",1,147,600,2,13,58,0,1,7,0,3,3,1,0,2,2,0,0,1,0,15,0,2,5,5,1,28,151,7,2,158,0,151,--,597,439,149,158,158,Sumas Asentadas sin cuadrar,1,cc6a6ccd175599011635fe6142609c42f467b1a52abc14748f71c667c982be4c,26/06/2023 01:31:38,ESCANER
1971,"Distrito Central",0,"Guatemala",1,147,600,4,11,27,0,0,5,2,3,4,0,2,0,0,0,0,0,2,20,0,0,4,4,0,38,126,2,0,128,0,128,--,600,472,126,128,128,Algún campo sin dato,1,7a2f7649bc7c93db67e10f22d9254cf889490324ed9538d205ba6d88be3378e2,25/06/2023 23:22:01,ESCANER
1972,"Distrito Central",0,"Guatemala",1,147,600,0,6,23,0,2,0,0,2,1,0,0,0,2,0,0,0,0,7,1,3,3,3,0,18,71,5,0,76,0,76,--,600,524,71,76,76,Algún campo sin dato,1,fca6c7b60134baad56ce2fe82d12f015e79fdec49d4328408d928c22449c6ede,25/06/2023 23:03:55,ESCANER
1973,"Distrito Central",0,"Guatemala",1,147,600,3,5,26,1,0,2,0,1,2,0,0,0,0,0,0,0,0,12,1,1,4,2,1,23,84,6,0,90,0,90,--,541,501,84,90,90,Algún campo sin dato,1,d28c22274a6c4297ccf7cb8e932a65267025fb212205de07f520c6d2054ccad8,25/06/2023 23:57:28,ESCANER
1974,"Distrito Central",0,"Guatemala",1,147,600,0,6,28,1,1,2,0,0,2,0,3,0,2,1,0,0,1,9,0,1,0,6,0,11,74,6,0,80,0,80,--,600,520,74,80,80,Algún campo sin dato,1,e586207f1fa8aa72ec45ce8ea4c8847c6a67f6897e03250d6bbef40face27ff6,26/06/2023 01:12:20,ESCANER
1975,"Distrito Central",0,"Guatemala",1,147,600,0,4,15,0,0,2,2,0,1,0,2,0,1,0,0,0,1,8,0,1,1,2,2,11,53,8,0,61,0,61,--,600,539,53,61,61,Algún campo sin dato,1,b82b75d29f5c5bc56a38e4dbaa11e51915fe2b3379410c07091397a6941b71b0,25/06/2023 21:02:47,ESCANER
1976,"Distrito Central",0,"Guatemala",1,147,600,6,7,23,0,1,3,1,0,0,0,2,0,0,0,0,0,2,9,1,0,0,3,0,10,68,6,0,74,0,74,--,600,526,68,74,74,Algún campo sin dato,1,0178b16f8180d817a90d9280539f9d1d4064c6c52e877f0b80f948edaf51ec1b,26/06/2023 01:17:33,ESCANER
1977,"Distrito Central",0,"Guatemala",1,147,600,1,6,14,0,1,1,0,1,2,1,0,0,1,1,0,0,0,6,0,0,4,3,1,16,59,6,1,66,0,66,--,600,534,59,66,66,Algún campo sin dato,1,9b9983e72024095d672187e1761a928b66e77a7dcc369910555ab2a04713149c,25/06/2023 22:33:11,ESCANER
1978,"Distrito Central",0,"Guatemala",1,147,600,2,7,14,0,0,1,0,2,2,--,1,0,0,0,0,0,0,8,1,1,5,2,0,12,58,2,1,61,0,61,--,600,539,58,61,61,Algún campo sin dato,1,6ea5f0b2ec0470e6cd46696a191a0dba85f4402964c3205a7d2a4faad6064a77,25/06/2023 21:40:11,ESCANER
1979,"Distrito Central",0,"Guatemala",1,147,600,4,3,14,0,0,0,0,2,1,0,0,0,1,0,0,0,0,12,0,1,1,1,0,14,54,3,0,57,0,57,--,600,543,54,57,57,Algún campo sin dato,1,59b1359a860efa098fbbaae5933b8ac45d988988e4e0e62f83d01b28a09eca38,25/06/2023 23:24:26,ESCANER
1980,"Distrito Central",0,"Guatemala",1,148,600,3,5,12,0,1,1,0,0,2,0,1,0,1,0,0,0,2,8,0,0,0,1,0,13,50,0,1,51,1,52,--,600,548,50,51,52,Algún campo sin dato,1,3b798858107aebbcea0fdd30f05e1d316120c7d98f0dbc9f373d91c8408e3489,25/06/2023 21:57:59,ESCANER
